ItemId,Name,Category,SubCategory,Price,Rank
21233,Cave Shrimp,2,130,350,100
21234,Cave Shrimp Eggs,2,130,900,100
21235,Water Purification Stone Powder,2,130,350,105
21236,Simple Purification Crystal,2,130,900,105
21237,Scroll of Tribute,2,130,350,110
21238,Royal Family Chants Grimoire,2,130,900,110
21272,Old Brick Material,2,130,500,110
21273,Ancient Wheat,2,130,350,110
21274,Ancient Wheat Ear,2,130,900,110
21275,Dragon Temple's Charm,2,130,350,115
21276,Dragon Temple's Blessed Cloth,2,130,900,115
21277,Royal Blazing Rock,2,130,350,120
21278,Sacred Flame Steel,2,130,900,120
24729,Tree Core Grass,2,130,900,130
24731,Flame Apex Sacred Tree,2,130,900,130
24733,The Wise Wizard's Chronicles,2,130,900,130
24735,Forbidden Gold Sand,2,130,900,130
17875,Dragonkin Stone,2,131,2500,85
17897,Gusty Winds Stone,2,131,2500,85
17898,Victorious Chance Stone,2,131,2500,85
17899,Fallen Soldier Stone,2,131,2500,85
17900,Animal Hunter Stone,2,131,2500,85
17901,Demihuman Cutter Stone,2,131,2500,85
17902,Demonic Slasher Stone,2,131,2500,85
17903,Skeleton Smasher Stone,2,131,2500,85
17904,Undead Destroyer Stone,2,131,2500,85
17905,Giant Killer Stone,2,131,2500,85
19645,Demon Expeller Stone,2,131,2500,85
21248,Spirit Purifier Stone,2,131,2500,85
21249,Cursed Exorciser Stone,2,131,2500,85
21250,Alchemy Sealer Stone,2,131,2500,85
21251,Corrupted Sealer Stone,2,131,2500,85
21288,War-Ready Break Stone,2,131,2500,85
21289,Soft Tissue Erasure Gemstone,2,131,2500,85
21290,Winged Slayer's Stone,2,131,2500,85
21291,Magickal Constructs Destruction Gemstone,2,131,2500,85
21380,Fruit of Inspiration (Harden),2,132,100,1
21381,Fruit of Inspiration (Heavy),2,132,100,1
21382,Fruit of Inspiration (Restoration),2,132,100,1
21383,Fruit of Inspiration (Protection),2,132,100,1
21384,Fruit of Inspiration (Weaken),2,132,100,1
21385,Fruit of Inspiration (Attraction),2,132,100,1
21386,Fruit of Inspiration (Fearless),2,132,100,1
21387,Fruit of Inspiration (Concentration),2,132,100,1
21388,Fruit of Inspiration (Resurrection),2,132,100,1
