Level,SubCategory,Jobs,TopRank,DistinctRanks,TotalItems,SampleItem
88,304,12,95,1,5,"Emine Plate"
88,304,15,95,1,5,"Banded Coat of Hope"
88,304,17,95,1,5,"Kier Jacket"
88,304,14,95,1,5,"Niloufar Padding"
88,305,0,95,1,5,"Krall Breastplate"
88,306,12,95,1,5,"Emine Bracers"
88,306,15,95,1,5,"Bangles of Hope"
88,306,17,95,1,5,"Kier Gauntlets"
88,306,14,95,1,5,"Niloufar Gloves"
88,307,12,95,1,5,"Emine Cuisses"
88,307,15,95,1,5,"Anklets of Hope"
88,307,17,95,1,5,"Kier Boots"
88,307,14,95,1,5,"Niloufar Bottoms"
88,308,0,95,1,5,"Krall Banded"
88,309,0,95,1,5,"Oriental Mantle"
90,303,12,100,1,10,"Dools Armet"
90,303,15,100,1,10,"Dools Mask"
90,303,17,100,1,10,"Dools Barbute"
90,303,14,100,1,10,"Dools Sallet"
90,304,12,100,1,10,"Dools Armor"
90,304,15,100,1,10,"Dools Robe"
90,304,17,100,1,10,"Dools Coat"
90,304,14,100,1,10,"Dools Vest"
90,306,12,100,1,10,"Dools Arms"
90,306,15,100,1,10,"Dools Gloves"
90,306,17,100,1,10,"Dools Gauntlets"
90,306,14,100,1,10,"Dools Bracers"
90,307,12,100,1,10,"Dools Cuisses"
90,307,15,100,1,10,"Dools High Boots"
90,307,17,100,1,10,"Dools Legs"
90,307,14,100,1,10,"Dools Greaves"
93,201,1,105,1,5,"Sword of Vermilion"
93,202,1,105,1,5,"Guard of Vermilion"
93,203,7,105,1,5,"Blade of Vermilion"
93,204,5,105,1,5,"Wall of Vermilion"
93,205,5,105,1,5,"Rod of Vermilion"
93,206,2,105,1,5,"Edge of Vermilion"
93,207,3,105,1,5,"Bow of Vermilion"
93,208,9,105,1,5,"Hand of Vermilion"
93,209,8,105,1,5,"Spell of Vermilion"
93,211,4,105,1,5,"Staff of Vermilion"
93,212,6,105,1,5,"Wand of Vermilion"
93,213,10,105,1,5,"Lance of Vermilion"
93,215,11,105,1,5,"Saber of Vermilion"
93,303,12,105,1,5,"Corail Helm"
93,303,14,105,1,5,"Cuivre Hat"
93,303,15,105,1,5,"June Crown"
93,303,17,105,1,5,"Briller Head"
93,304,12,105,1,5,"Corail Mail"
93,304,14,105,1,5,"Cuivre Jacket"
93,304,15,105,1,5,"June Robe"
93,304,17,105,1,5,"Briller Jacket"
93,305,0,105,1,5,"Kenneby's Wear"
93,306,12,105,1,5,"Corail Gauntlets"
93,306,14,105,1,5,"Cuivre Arms"
93,306,15,105,1,5,"June Bracers"
93,306,17,105,1,5,"Briller Arms"
93,307,12,105,1,5,"Corail Cuisses"
93,307,14,105,1,5,"Cuivre Legs"
93,307,15,105,1,5,"June Bottoms"
93,307,17,105,1,5,"Briller Poleyn"
93,308,0,105,1,5,"Kenneby's Pants"
93,309,0,105,1,5,"Suiere Mantle"
95,303,12,110,1,10,"Mehizaf Helm"
95,303,14,110,1,10,"Mehizaf Mask"
95,303,15,110,1,10,"Mehizaf Head"
95,303,17,110,1,10,"Mehizaf Crown"
95,304,12,110,1,10,"Mehizaf Armor"
95,304,14,110,1,10,"Mehizaf Cross"
95,304,15,110,1,10,"Mehizaf Robe"
95,304,17,110,1,10,"Mehizaf Coat"
95,306,12,110,1,10,"Mehizaf Cutter"
95,306,14,110,1,10,"Mehizaf Glove"
95,306,15,110,1,10,"Mehizaf Gauntlets"
95,306,17,110,1,10,"Mehizaf Bangle"
95,307,12,110,1,10,"Mehizaf Poleyn"
95,307,14,110,1,10,"Mehizaf Banded"
95,307,15,110,1,10,"Mehizaf Boots"
95,307,17,110,1,10,"Mehizaf Cuirass"
98,201,1,115,1,5,"Rousing Schlucht Sword"
98,202,1,115,1,5,"Rousing Schlucht Shield"
98,203,7,115,1,5,"Rousing Schlucht Blade"
98,204,5,115,1,5,"Rousing Schlucht Guard"
98,205,5,115,1,5,"Rousing Schlucht Rod"
98,206,2,115,1,5,"Rousing Schlucht Daggers"
98,207,3,115,1,5,"Rousing Schlucht Bow"
98,208,9,115,1,5,"Rousing Schlucht Arm"
98,209,8,115,1,5,"Rousing Schlucht Shooter"
98,211,4,115,1,5,"Rousing Schlucht Cane"
98,212,6,115,1,5,"Rousing Schlucht Wand"
98,213,10,115,1,5,"Rousing Schlucht Spear"
98,215,11,115,1,5,"Rousing Schlucht Scimitar"
98,303,12,115,1,5,"Confidence Helm"
98,303,14,115,1,5,"Taciturne Hat"
98,303,15,115,1,5,"Charité Circlet"
98,303,17,115,1,5,"Solidarité Turban"
98,304,12,115,1,5,"Confidence Mail"
98,304,14,115,1,5,"Taciturne Padding"
98,304,15,115,1,5,"Charité Coat"
98,304,17,115,1,5,"Solidarité Armor"
98,305,0,115,1,5,"Traître Gambeson"
98,306,12,115,1,5,"Confidence Gauntlets"
98,306,14,115,1,5,"Taciturne Gloves"
98,306,15,115,1,5,"Charité Bangles"
98,306,17,115,1,5,"Solidarité Hands"
98,307,12,115,1,5,"Confidence Greaves"
98,307,14,115,1,5,"Taciturne Cuisses"
98,307,15,115,1,5,"Charité Boots"
98,307,17,115,1,5,"Solidarité Bottoms"
98,308,0,115,1,5,"Traître Hose"
98,309,0,115,1,5,"Traître Mantle"
105,201,1,140,1,5,"Savage Courage Assault Sword"
105,202,1,140,1,5,"Savage Courage Assault Shield"
105,203,7,140,1,5,"Savage Courage Assault Blade"
105,204,5,140,1,5,"Savage Courage Ranger Wall"
105,205,5,140,1,5,"Savage Courage Ranger Rod"
105,206,2,140,1,5,"Savage Courage Snipe dagger"
105,207,3,140,1,5,"Savage Courage Snipe Arrow"
105,208,9,140,1,5,"Savage Courage Ranger Hands"
105,209,8,140,1,5,"Savage Courage Magic Spell"
105,211,4,140,1,5,"Savage Courage Magic Staff"
105,212,6,140,1,5,"Savage Courage Magic Wand"
105,213,10,140,1,5,"Savage Courage Snipe Lance"
105,215,11,140,1,5,"Savage Courage Ranger Scimitar"
105,303,12,140,1,5,"Savage Courage Assault Skull"
105,303,14,140,1,5,"Savage Courage Snipe Mask"
105,303,15,140,1,5,"Savage Courage Magic Mask"
105,303,17,140,1,5,"Savage Courage Ranger Turban"
105,304,12,140,1,5,"Savage Courage Assault Mail"
105,304,14,140,1,5,"Savage Courage Snipe vest"
105,304,15,140,1,5,"Savage Courage Magic Robe"
105,304,17,140,1,5,"Savage Courage Ranger Armor"
105,305,0,140,1,5,"Holy Seal's Lively Gambeson"
105,306,12,140,1,5,"Savage Courage Assault Cutter"
105,306,14,140,1,5,"Savage Courage Snipe Arm"
105,306,15,140,1,5,"Savage Courage Magic Glove"
105,306,17,140,1,5,"Savage Courage Ranger Arm"
105,307,12,140,1,5,"Savage Courage Assault Poleyn"
105,307,14,140,1,5,"Savage Courage Snipe Legs"
105,307,15,140,1,5,"Savage Courage Magic high boots"
105,307,17,140,1,5,"Savage Courage Ranger Legs"
105,308,0,140,1,5,"Holy Seal's Lively Hose"
105,309,0,140,1,5,"Holy Seal's Lively Cloak"
110,201,1,145,1,5,"Solitary Assault Sword"
110,202,1,145,1,5,"Solitary Assault Shield"
110,203,7,145,1,5,"Solitary Assault Blade"
110,204,5,145,1,5,"Solitary Ranger's Wall"
110,205,5,145,1,5,"Solitary Ranger's Rod"
110,206,2,145,1,5,"Solitary's Snipe Daggers"
110,207,3,145,1,5,"Solitary Snipe Arrow"
110,208,9,145,1,5,"Solitary Ranger's Hands"
110,209,8,145,1,5,"Solitary Magic Spell"
110,211,4,145,1,5,"Solitary Magic Staff"
110,212,6,145,1,5,"Solitary Magic Wand"
110,213,10,145,1,5,"Solitary's Snipe Lance"
110,215,11,145,1,5,"Solitary Ranger's Scimitar"
110,303,12,145,1,5,"Solitary Assault Helm"
110,303,14,145,1,5,"Solitary's Snipe Hat"
110,303,15,145,1,5,"Solitary Magic Head"
110,303,17,145,1,5,"Solitary Ranger's Head"
110,304,12,145,1,5,"Solitary Assault Armor"
110,304,14,145,1,5,"Solitary's Snipe Vest"
110,304,15,145,1,5,"Solitary Magic Jacket"
110,304,17,145,1,5,"Solitary Ranger's Robe"
110,305,0,145,1,5,"Trickster's Lively Clothing"
110,306,12,145,1,5,"Solitary Assault Gauntlets"
110,306,14,145,1,5,"Solitary's Snipe Gloves"
110,306,15,145,1,5,"Solitary Magic Bracer"
110,306,17,145,1,5,"Solitary Ranger's Arms"
110,307,12,145,1,5,"Solitary Assault Greaves"
110,307,14,145,1,5,"Solitary's Snipe Cuirass"
110,307,15,145,1,5,"Solitary Magic Boots"
110,307,17,145,1,5,"Solitary Ranger's Bottoms"
110,308,0,145,1,5,"Tricksters's Lively Pants"
110,309,0,145,1,5,"Trickster's Lively Cloak"
115,201,1,150,1,5,"Hero's Assault Sword"
115,202,1,150,1,5,"Hero's Assault Shield"
115,203,7,150,1,5,"Hero's Assault Blade"
115,204,5,150,1,5,"Hero's Ranger Wall"
115,205,5,150,1,5,"Hero's Ranger Rod"
115,206,2,150,1,5,"Hero's Snipe Daggers"
115,207,3,150,1,5,"Hero's Snipe Arrow"
115,208,9,150,1,5,"Hero's Ranger Hands"
115,209,8,150,1,5,"Hero's Magic Spell"
115,211,4,150,1,5,"Hero's Magic Staff"
115,212,6,150,1,5,"Hero's Magic Wand"
115,213,10,150,1,5,"Hero's Snipe Lance"
115,215,11,150,1,5,"Hero's Ranger Scimitar"
115,303,12,150,1,5,"Hero's Assault Head"
115,303,14,150,1,5,"Hero's Snipe Hood"
115,303,15,150,1,5,"Hero's Magic Mask"
115,303,17,150,1,5,"Hero's Ranger Mask"
115,304,12,150,1,5,"Hero's Assault Armor"
115,304,14,150,1,5,"Hero's Snipe Jacket"
115,304,15,150,1,5,"Hero's Magic Breast"
115,304,17,150,1,5,"Hero's Ranger Coat"
115,305,0,150,1,5,"Hero's Lively Top"
115,306,12,150,1,5,"Hero's Assault Gauntlets"
115,306,14,150,1,5,"Hero's Snipe Gloves"
115,306,15,150,1,5,"Hero's Magic Claw"
115,306,17,150,1,5,"Hero's Ranger Bangle"
115,307,12,150,1,5,"Hero's Assault Cuirass"
115,307,14,150,1,5,"Hero's Snipe Bottom"
115,307,15,150,1,5,"Hero's Magic Gloves"
115,307,17,150,1,5,"Heroes Ranger Cuirass"
115,308,0,150,1,5,"Hero's Lively Underpants"
115,309,0,150,1,5,"Hero's Lively Cloak"
